sub_county_id,sub_county_name,national_id,initial,occupation,patient_id,gender,date_of_birth,is_regular_smoker,insurance_id,country_id,country_name,county_id,county_name,level_of_education,phone_number_category,phone_number,insurance_status,is_pregnant,site_id,site_name,first_name,last_name,age,middle_name,landmark,program_id,program_name,insurance_type,is_support_group,is_active,is_deleted,tenant_id,created_by,updated_by,updated_at,created_at,has_diabetes,on_diabetes_meds,has_hypertension,on_htn_meds,has_mental_health_issue,on_mh_treatment
59,Kaloleni,73884523255350,M,"Engineer, production",738845232,F,1966-04-21,False,73884523255350,KE,Kenya,7,Kilifi,Doctorate,Work,3552510505,None,False,88,Kanyakine Sub County Hospital,Michael,Johnson,59,Hector,538 Paul Rapids Apt. 831,411572bc-136e-44a8-acb0-7d154b869255,Hypertension Management,None,True,True,False,9356fbff-0bf7-40cd-906b-0545699ae2bf,Wayne Johnston,Wayne Johnston,2025-04-07 00:59:14,2025-04-07 00:32:15,,,,,,
21,Khwisero,14670379315638,A,Production manager,146703793,M,1999-04-16,False,14670379315638,KE,Kenya,3,Kakamega,Diploma,Work,3307704611,Active,False,58,Kayole II Sub County Hospital,Ann,Moran,26,,596 Barbara Haven,fa468539-e946-4852-b068-d29708d13f7f,Diabetes Care,NHIF,True,True,False,ec2d70f5-30bd-47d0-8186-4a97684a648c,Phillip Taylor,Phillip Taylor,2025-04-07 02:01:48,2025-04-07 02:01:39,,,,,,
74,Kasarani,11249409417034,A,Haematologist,112494094,M,1983-07-11,True,11249409417034,KE,Kenya,9,Nairobi,Diploma,Emergency,8805017164,Active,False,46,Ol Joro Orok Medical Clinic,Andrew,Logan,41,,6185 Salazar Lock Suite 771,afa4f5ba-1dfe-4926-9351-fcde47109c43,General Wellness,Private,True,True,False,a6df7e1b-b922-4b9c-8760-ee20d634133d,Tyrone Murray,Tyrone Murray,2025-04-07 02:34:47,2025-04-07 02:03:16,,,,,,
22,Mutungu,16439646832190,M,Futures trader,164396468,F,1951-05-03,False,16439646832190,KE,Kenya,3,Kakamega,Primary Education,Family,5632135800,None,False,85,Muthara Sub-District Hospital,Megan,Pace,74,,04145 Nelson Extension,c11d149e-0caa-4807-b4ad-fa3025d7aff4,Diabetes Care,None,True,False,False,373419b5-7ee6-4687-b25d-0787c2110291,Neil Singh,Alicia Bowen,2025-04-07 03:20:13,2025-04-07 03:04:56,True,True,,,,
18,Matete,29722881450745,S,"Geneticist, molecular",297228814,F,1966-01-28,True,29722881450745,KE,Kenya,3,Kakamega,Diploma,Family,8397745731,Active,False,49,Shamata Health Centre,Sara,Silva,59,David,158 Donna Street Apt. 117,8f7dbf03-5e08-4597-946d-40e813432515,General Wellness,Employer-Based,True,False,False,382baa27-ff12-4725-b9bf-488e2f6be788,Jill Brown,Jill Brown,2025-04-07 05:02:05,2025-04-07 05:01:47,,,,,,
79,Mathare,53755366754595,B,Claims inspector/assessor,537553667,F,1959-01-20,False,53755366754595,KE,Kenya,9,Nairobi,Secondary Education,Family,5398854728,Active,False,58,Kayole II Sub County Hospital,Brian,Smith,66,,56798 Kimberly Field,4c21f9bb-a0f5-4f0c-8e05-e7cdca885ab4,Diabetes Care,None,True,True,False,3f53c8ca-f68c-4adc-b1ce-5505fd40a9dc,Jasmine Browning,Phillip Taylor,2025-04-07 06:02:50,2025-04-07 05:34:54,,,,,,
47,Tigania East,18942049540943,C,Geochemist,189420495,M,1991-01-17,True,18942049540943,KE,Kenya,6,Meru,Diploma,Family,3072407875,Active,False,75,Rabai Sub County Hospital,Casey,Henderson,34,,156 Edward Parkway,cc0155ea-dd8c-4a6b-9039-f6a332ae3fb0,Diabetes Care,Community-Based,True,True,False,5a82f5ff-91fa-4a15-80b6-85bca1cc700a,Tracey Leonard,Tracey Leonard,2025-04-07 06:30:53,2025-04-07 06:23:55,,,,,,
2,Mbooni,52361242761931,R,Clinical embryologist,523612427,M,1969-07-04,True,52361242761931,KE,Kenya,1,Makueni,No Formal Education,Work,3629489786,Active,False,58,Kayole II Sub County Hospital,Ryan,Cook,55,Scott,313 Brian Camp,587b4e42-d57d-4ed4-bee2-8651488d6be1,General Wellness,NHIF,True,False,False,637edcb5-05e8-4ce8-85d4-8df86f6a6b8f,Jasmine Browning,Jasmine Browning,2025-04-07 07:12:58,2025-04-07 07:09:37,,,,,,
19,Lugari,30492086013014,B,"Therapist, occupational",304920860,M,1980-07-22,False,30492086013014,KE,Kenya,3,Kakamega,Doctorate,Emergency,6134732354,Active,False,12,Karatina Sub-County Hospital,Barbara,Allen,44,,012 Stevenson Walk Apt. 251,e371f224-1cfe-4f82-9ff7-9c2c8d721eb9,General Wellness,Private,True,True,False,f445318f-9f34-40a7-8d2e-83d7afcb49a6,Zachary Tucker,Zachary Tucker,2025-04-07 08:28:38,2025-04-07 08:09:50,,,,,,
78,Makadara,33409717754324,G,Firefighter,334097177,F,1945-03-18,False,33409717754324,KE,Kenya,9,Nairobi,Master's Degree,Work,4120957907,Active,False,54,Pumwani Maternity Hospital,Garrett,Cook,80,Spencer,00943 Kari Trail Apt. 145,16b0a403-00ba-48a3-974d-d7c79cb93aa9,General Wellness,Employer-Based,False,True,False,cc40a6eb-c0e1-456a-a52f-0791384f4b1a,Brandon Davis,Sara Mclean,2025-04-07 09:56:30,2025-04-07 09:48:25,,,,,,
32,Gilgil,30193992359199,S,Data scientist,301939923,M,1961-11-09,True,30193992359199,KE,Kenya,4,Nakuru,Diploma,Family,5458971480,None,False,70,Diani Beach Hospital Limited - Shika Adabu,Shaun,Navarro,63,Veronica,25703 Howard Summit Apt. 361,9a20f310-9d7e-4a1e-9eb2-aec5c584bc8a,Diabetes Care,None,False,False,False,8088e500-2046-4796-8dad-6022db71ba93,Lindsey Davis,Patrick Tapia,2025-04-07 10:56:32,2025-04-07 10:48:14,,,,,,
34,Kuresoi North,18223886924944,T,Video editor,182238869,F,1990-07-15,True,18223886924944,KE,Kenya,4,Nakuru,No Formal Education,Family,6964430985,None,False,55,Dagoretti Sub-County Hospital Mutuini,Tammy,Wiley,34,,7954 Tara Parks,fa4e6e7a-a0de-414c-adf1-c66cda6a98b1,General Wellness,None,True,False,False,9ee38bcb-936b-4151-9bc3-3010c7b318a9,Arthur Friedman,Arthur Friedman,2025-04-07 11:55:28,2025-04-07 11:40:08,,,,,,
53,Kilifi North,21765528265185,S,Records manager,217655282,M,1979-12-12,True,21765528265185,KE,Kenya,7,Kilifi,Secondary Education,Personal,1407034910,Active,False,64,Magongo (MCM) Dispensary,Sara,Thomas,45,Erin,65004 Michael Haven Apt. 142,ef41b1ca-e0a2-47d6-88f7-084b185fdc46,Diabetes Care,Community-Based,False,True,False,ed6cc000-2e7c-450f-97ef-35121a6f16f9,Vincent Brown,Vincent Brown,2025-04-07 13:00:49,2025-04-07 12:22:43,,,,,,
79,Mathare,11524963533830,W,"Surveyor, rural practice",115249635,M,1984-03-02,True,11524963533830,KE,Kenya,9,Nairobi,Secondary Education,Personal,3666144942,None,False,4,Makindu Sub-County Hospital,Wendy,Gonzalez,41,,592 John Mall Apt. 441,e6f685c0-2e6b-46f0-92b0-4b594fba7bba,Diabetes Care,None,False,False,False,49751f5f-08cd-4041-b276-be9966740794,John Russell,Vanessa Martinez,2025-04-07 13:28:18,2025-04-07 13:08:27,,,,,,
21,Khwisero,14018073268764,K,Paediatric nurse,140180732,M,1975-09-23,False,14018073268764,KE,Kenya,3,Kakamega,Master's Degree,Family,8758575676,Active,False,52,Mama Lucy Kibaki Hospital,Kenneth,Ho,49,,80612 Buchanan Prairie Suite 298,69c00ebf-255f-4ff3-9c37-9a819680a8d1,Hypertension Management,None,False,True,False,f8215881-e70c-42d5-b2e1-d61be3241f37,Elizabeth Nunez,Elizabeth Nunez,2025-04-07 14:46:27,2025-04-07 14:40:12,,,,,,
45,Imenti North,24788693914509,R,Chief Strategy Officer,247886939,M,1947-12-27,False,24788693914509,KE,Kenya,6,Meru,Master's Degree,Emergency,7870104159,None,False,3,Kilungu Sub-County Hospital,Rachel,Rich,77,,750 Joy Spring Apt. 382,73fbf990-7041-4c61-8556-142f928f4edd,General Wellness,None,True,False,False,9b238b47-60c0-4197-9718-cd3afea962ff,Christopher Ibarra,Jonathan York,2025-04-07 16:01:42,2025-04-07 15:54:30,,,,,,
6,Kilome,30717228899150,A,Chief Strategy Officer,307172288,F,1953-08-17,False,30717228899150,KE,Kenya,1,Makueni,Doctorate,Work,7931102918,None,False,33,Molo Sub-County Hospital,Anna,Coffey,71,,17087 Brown Crossing,6f40447e-6b36-434f-96f2-f912fd5aea02,Diabetes Care,None,False,False,False,df40bffa-6104-4b22-930d-2294322a7c25,Tracy Coleman,Tracy Coleman,2025-04-07 17:01:52,2025-04-07 16:18:12,,,,,,
70,Embakasi North,18579362561523,K,"Engineer, control and instrumentation",185793625,F,1956-11-13,True,18579362561523,KE,Kenya,9,Nairobi,Primary Education,Work,1620223288,Active,False,17,Wamagana Health Centre,Kevin,Webb,68,,4419 Richardson Harbor Suite 617,38af785a-d495-42f4-afde-07f276121a0b,Diabetes Care,Employer-Based,False,False,False,4eb87c79-be46-4604-af14-906fab5da660,Rachel Bailey,Rachel Bailey,2025-04-07 17:59:56,2025-04-07 17:58:56,,,,,,
69,Embakasi East,32703808113092,R,Health and safety inspector,327038081,F,1946-04-01,True,32703808113092,KE,Kenya,9,Nairobi,Doctorate,Personal,9409705277,None,False,90,Timau Sub-County Hospital,Robert,Coleman,79,,58835 Palmer Extensions,6ab126d9-5e21-4fb0-b7f8-47739cd16fd6,Hypertension Management,None,True,True,False,219ff5a2-c861-45ba-bde1-fcaa463a33e7,Lacey Hall,Elizabeth Campbell,2025-04-07 18:53:29,2025-04-07 18:22:17,,,,,,
78,Makadara,24716988983575,D,Futures trader,247169889,M,1993-04-15,True,24716988983575,KE,Kenya,9,Nairobi,Secondary Education,Family,6176792988,Active,False,48,Wanjohi Health Centre,Diana,Bell,32,,599 Silva Village,217e55b1-b48b-4f44-8185-91db60e9b759,General Wellness,Community-Based,False,False,False,7341ebd1-26de-4d9b-8452-8673323cce5c,Jenna Simpson,Carol Carter,2025-04-07 19:52:57,2025-04-07 19:41:23,,,,,,
57,Ganze,67138681218649,R,Fitness centre manager,671386812,M,1994-03-20,True,67138681218649,KE,Kenya,7,Kilifi,Master's Degree,Personal,5331266109,Active,False,79,Chasimba Health Centre,Richard,Williams,31,,17590 Manuel Square,e7a661f1-536a-4569-8a0d-17ab4df3bfed,Hypertension Management,Employer-Based,False,False,False,ba1d60d9-039d-4ffa-98b4-f582f1c50a93,James Eaton,James Eaton,2025-04-07 20:29:37,2025-04-07 20:13:48,,,True,False,,
53,Kilifi North,90447110151396,S,Aeronautical engineer,904471101,M,1987-09-20,False,90447110151396,KE,Kenya,7,Kilifi,Bachelor's Degree,Personal,7433268319,Active,False,68,Bamburi Dispensary,Shannon,Anderson,37,,02056 Matthew Springs,4e835ab6-ee4a-4254-95b0-dc18b1d5a145,General Wellness,Employer-Based,False,True,False,0974ae2f-37b7-42e6-94ab-1076c0183328,Catherine Andersen,Catherine Andersen,2025-04-07 22:01:06,2025-04-07 21:42:07,,,,,,
14,Tetu,14910229830364,J,Building services engineer,149102298,M,1988-01-18,False,14910229830364,KE,Kenya,2,Nyeri,Master's Degree,Personal,8559821766,None,False,59,Kasarani Health Centre,Jessica,Bartlett,37,,84117 Brett Plains,eb8cd4bf-d9dd-496b-b3c6-cd9e3f0c8ef7,General Wellness,None,False,True,False,4a00d713-8096-4d5f-ae81-8b09fbbdf1b7,Carl Cummings,Carl Cummings,2025-04-07 22:55:56,2025-04-07 22:39:00,,,,,,
1,Makueni,16792504702367,M,Water engineer,167925047,M,1964-01-27,True,16792504702367,KE,Kenya,1,Makueni,No Formal Education,Emergency,4189389846,Active,False,15,Naromoru Health Centre,Mark,Walker,61,,197 Delgado Bypass,e3af412e-cf3c-4f97-b7e4-e060c456e888,General Wellness,NHIF,False,False,False,06a5e21f-97d5-4861-b51f-b27fb57c42cf,Erica Oconnell,Beth Hicks,2025-04-08 00:00:33,2025-04-07 23:59:29,True,False,,,,
50,Igembe Central,33214057477006,M,"Therapist, sports",332140574,M,1967-02-10,False,33214057477006,KE,Kenya,6,Meru,No Formal Education,Emergency,0371990516,Active,False,36,Subukia Sub-County Hospital,Matthew,Green,58,,724 Dalton Parks,3c10813d-5cbb-45ef-bfa7-7929165e32c3,General Wellness,None,False,False,False,1247de8f-ac2f-429e-8534-92441a5db5ad,Jonathan Romero,Jonathan Romero,2025-04-08 00:55:39,2025-04-08 00:55:09,,,,,,
7,Kieni East,71783353924897,W,Comptroller,717833539,M,1973-09-16,False,71783353924897,KE,Kenya,2,Nyeri,Master's Degree,Family,3896087066,None,False,74,Mariakani Sub-County Hospital,William,Santos,51,,682 Samuel Ridges Suite 535,df67e9a3-9725-490f-bb8b-93501d7dee98,General Wellness,None,False,True,False,84f3e51a-3df6-4343-b6a4-0ec06bdca585,Shelby Lopez,Shelby Lopez,2025-04-08 01:45:54,2025-04-08 01:35:33,True,True,,,,
70,Embakasi North,91121564608322,S,Heritage manager,911215646,M,1960-02-19,True,91121564608322,KE,Kenya,9,Nairobi,Diploma,Emergency,9003010272,Active,False,16,Tumutumu PCEA Hospital,Samuel,Brown,65,,5934 Catherine Neck,a06c417c-9482-4369-a350-77e570ee3c04,Diabetes Care,NHIF,False,False,False,4f6196e0-ad36-4990-a637-b114cd02be78,Donna Cordova,Angela Smith,2025-04-08 02:49:23,2025-04-08 02:09:13,,,,,,
79,Mathare,10842211785561,D,Retail manager,108422117,F,1949-07-17,False,10842211785561,KE,Kenya,9,Nairobi,No Formal Education,Family,7458438458,Active,False,43,Ndaragwa Health Centre,Diane,Douglas,75,,56974 James Dam,ff7778bd-6593-403c-ba8b-852fcdbc4d22,Diabetes Care,Community-Based,False,False,False,c5335394-bd36-4c06-83b8-b2e2645fd35a,Mary Torres,Mary Torres,2025-04-08 03:57:07,2025-04-08 03:20:01,,,,,,
75,Lang'ata,27250981134312,M,Music tutor,272509811,F,1965-02-04,True,27250981134312,KE,Kenya,9,Nairobi,Secondary Education,Work,3771070449,Active,False,60,Dandora II Health Centre,Maureen,Meyer,60,,04967 Michelle Lights Suite 033,aac03baf-d3c3-4d4d-af3f-c2b1093fc517,Hypertension Management,Community-Based,False,True,False,882b21ea-4fed-4cb9-8cec-e395f7110167,Emily Miller,Mr. James Martinez,2025-04-08 04:57:10,2025-04-08 04:53:35,,,,,,
51,Igembe North,49877383039914,N,Surgeon,498773830,M,1989-04-14,False,49877383039914,KE,Kenya,6,Meru,Master's Degree,Family,4930596601,Active,False,80,Vipingo Rural Demonstration Health Centre,Nicolas,Keller,36,Amanda,487 Armstrong Port Suite 267,8fe6632e-ccbb-4859-ba0b-d1a2d18cd30b,General Wellness,None,True,False,False,f4049c1e-d3b8-4b91-a432-4b7a6bc163c9,Kayla Waters,Kayla Waters,2025-04-08 05:25:54,2025-04-08 05:23:46,,,True,True,,
78,Makadara,16251202069861,J,Translator,162512020,F,1953-04-26,False,16251202069861,KE,Kenya,9,Nairobi,Diploma,Family,4596094544,Active,False,14,Mukurweini Sub-County Hospital,Julie,Middleton,72,,49542 Ford Mill,995b27db-ad4b-4719-bf6d-44262dff4365,General Wellness,Private,True,False,False,6cbf43a7-6268-4eed-b8a5-4d099c29ab91,Elizabeth Gonzalez,Luis Jenkins,2025-04-08 06:23:08,2025-04-08 06:03:59,,,,,,
62,Changamwe,68270947066478,A,Futures trader,682709470,M,1968-10-03,True,68270947066478,KE,Kenya,8,Mombasa,Diploma,Emergency,1498517244,None,False,56,Kangemi Health Centre,Alan,Johnson,56,,32290 Danny Camp Apt. 879,086a801b-a243-4c0b-a68d-f9d0e367ae5f,General Wellness,None,True,False,False,3c473c0e-da29-41b8-8793-0f627242dcca,Kevin Price,Kevin Price,2025-04-08 07:57:29,2025-04-08 07:35:43,,,,,,
60,Mvita,25816295888374,L,Sales promotion account executive,258162958,F,1959-11-09,True,25816295888374,KE,Kenya,8,Mombasa,Diploma,Family,8093511871,Active,False,55,Dagoretti Sub-County Hospital Mutuini,Logan,Tran,65,,35956 Dawn Wells,646f5ab1-68cb-4791-8bcc-e3a63249fd98,General Wellness,NHIF,True,True,False,996d8831-724a-4972-934f-0e78b15f0ef0,Arthur Friedman,Arthur Friedman,2025-04-08 08:55:52,2025-04-08 08:07:06,True,False,,,,
25,Kakamega Central,95475320794573,J,"Engineer, mining",954753207,F,1968-11-10,False,95475320794573,KE,Kenya,3,Kakamega,Primary Education,Family,0250429019,Active,False,63,Tudor District Hospital,Justin,Johnson,56,Catherine,895 Nicholas Prairie Apt. 261,74b4cfc1-1cef-4da6-96db-7e618c7d5cb5,General Wellness,Private,False,True,False,ebaa9a60-9f2b-4980-8a88-7ac249e5916e,Chad Daugherty,Chad Daugherty,2025-04-08 09:53:40,2025-04-08 09:25:49,,,,,,
24,Kakamega South,62976095310896,S,Hospital doctor,629760953,M,1982-10-27,False,62976095310896,KE,Kenya,3,Kakamega,Master's Degree,Family,0978875439,Active,False,79,Chasimba Health Centre,Stephanie,Benjamin,42,Victoria,3537 Goodman Crescent,b979ae29-0c3c-4dc4-a645-0e5e539cfaa5,General Wellness,Employer-Based,False,True,False,6ef1e63e-59e6-47d6-b677-ca0abfffbaad,Michael Miller,Michelle Calhoun,2025-04-08 10:56:55,2025-04-08 10:37:19,,,,,,
37,Rongai,15889922635554,H,Financial risk analyst,158899226,M,1972-03-28,False,15889922635554,KE,Kenya,4,Nakuru,Diploma,Work,5793763928,Active,False,81,Matsangoni Model Health Centre,Heather,Wallace,53,,929 Flynn Junctions Suite 116,756f2907-5a24-41aa-8245-fd73e93539ce,Hypertension Management,Private,True,False,False,7cfabc70-4438-425a-9521-cf9624e6be9e,Shannon Garcia,Shannon Garcia,2025-04-08 11:33:05,2025-04-08 11:27:39,,,,,,
55,Malindi,15162048110415,R,Aeronautical engineer,151620481,F,1983-07-17,True,15162048110415,KE,Kenya,7,Kilifi,Primary Education,Family,2164871206,Active,True,3,Kilungu Sub-County Hospital,Robert,Lucero,41,,28866 Anderson Square,d14c1dee-9839-43bb-a001-565d63cfade0,Diabetes Care,Community-Based,False,True,False,5a4e99a7-7825-45d6-8f8f-87f2d7c8edef,Erika Johnson,Erika Johnson,2025-04-08 12:58:16,2025-04-08 12:36:41,,,,,,
61,Kisauni,63380852111044,A,"Designer, blown glass/stained glass",633808521,F,1967-04-03,False,63380852111044,KE,Kenya,8,Mombasa,Doctorate,Family,6764722981,None,False,86,Miathene Sub-County Hospital,Angela,Joseph,58,David,957 Flores Fall,ca022449-e438-40ca-8ee5-9f10c9c979a7,Hypertension Management,None,False,True,False,98c573bb-16cb-4055-ba24-3f131426e33a,Sarah Green,Alex Serrano,2025-04-08 13:46:59,2025-04-08 13:43:19,,,,,,
21,Khwisero,24854417959166,W,Customer service manager,248544179,F,1950-12-09,False,24854417959166,KE,Kenya,3,Kakamega,No Formal Education,Work,8898645652,Active,False,67,Kisauni Health Centre,William,Chapman,74,Shirley,368 Andrews Ridges,ef411a4d-6a06-4df3-aef4-ef956fa281be,Hypertension Management,NHIF,False,True,False,94a3f5ea-a436-4f49-aa64-803d3c1ea85c,Erica Baker,Erica Baker,2025-04-08 14:39:05,2025-04-08 14:18:48,,,,,,
20,Lurambi,31197721744287,L,Dispensing optician,311977217,F,1963-12-07,False,31197721744287,KE,Kenya,3,Kakamega,Bachelor's Degree,Personal,4913421388,Active,False,36,Subukia Sub-County Hospital,Leonard,Reed,61,Gabriel,088 Adam Village,4045c94f-b17c-4abd-8701-e25791772bbb,General Wellness,Community-Based,False,True,False,aaff9f80-b10e-4df1-8b93-f53f74bf5243,Carla Brown,Carla Brown,2025-04-08 15:54:51,2025-04-08 15:21:38,,,,,,
1,Makueni,24805655847419,L,Commercial horticulturist,248056558,M,1963-07-11,False,24805655847419,KE,Kenya,1,Makueni,Primary Education,Family,4117674124,Active,False,69,Coast General Teaching Refferal Hospital - Mtongwe Outreach Centre,Lynn,Wood,61,,31528 Hill Roads Apt. 506,5b8de354-2242-4153-861a-c03459906cd1,General Wellness,NHIF,False,False,False,9e6c00e4-281a-4442-973f-f3d37de8f676,Patrick Spencer,Patrick Spencer,2025-04-08 16:56:29,2025-04-08 16:41:56,,,,,,
1,Makueni,33436735315209,C,Heritage manager,334367353,F,1979-10-26,False,33436735315209,KE,Kenya,1,Makueni,Doctorate,Work,9633472727,Active,True,13,Othaya Sub-County Hospital,Craig,Thornton,45,,18306 Travis Ridge,bdde20ec-fe25-4732-8d0f-f1d177e6353c,General Wellness,Private,True,False,False,d6869068-1e3e-414f-bc20-ecabd7e9b3a2,Lori Riley,Alexander Blake,2025-04-08 17:37:36,2025-04-08 17:24:37,,,,,,
53,Kilifi North,37246336724428,J,Quarry manager,372463367,F,1962-03-31,True,37246336724428,KE,Kenya,7,Kilifi,Primary Education,Emergency,2434776958,Active,False,69,Coast General Teaching Refferal Hospital - Mtongwe Outreach Centre,Jason,Thompson,63,Robert,31467 Wright Manors Apt. 275,320eb7be-1351-4a8c-8f59-dd929b31871f,General Wellness,Private,True,True,False,8546da38-edc0-4581-8f21-67c76ea93a6d,Amanda Young,Amanda Young,2025-04-08 18:57:47,2025-04-08 18:44:49,,,,,,
8,Kieni West,33047995675807,D,Games developer,330479956,M,1971-06-08,False,33047995675807,KE,Kenya,2,Nyeri,Master's Degree,Emergency,3044836085,Active,False,1,Makueni County Referral Hospital,Donna,Bailey,53,,6766 Gaines Grove Suite 350,edd839fd-7ae1-4563-90b0-227b848f531e,Hypertension Management,None,True,True,False,8c921698-005b-49d6-b80f-f6f22a1fd3ce,Amy Bailey,Amy Bailey,2025-04-08 19:53:14,2025-04-08 19:51:03,,,,,,
44,Imenti Central,11215156616909,K,Surgeon,112151566,F,1983-04-21,False,11215156616909,KE,Kenya,6,Meru,Bachelor's Degree,Work,5298006155,Active,True,49,Shamata Health Centre,Kyle,Ortiz,42,,083 Nichols Estate,e0ced759-4b96-4bbd-a57e-4285e037fa1a,Hypertension Management,Private,False,False,False,a77a7f30-f47a-4e4a-a4c1-ebe5f97df169,Danielle Wong,Danielle Wong,2025-04-08 21:02:45,2025-04-08 21:02:43,,,,,,
